premise,hypothesis,genre,label
"These migrants, who later settled throughout the Japanese archipelago, were the ancestors of the present-day Ainu, whose Caucasoid facial and body hair distinguished them from subsequent immigrants from China, Manchuria, Korea, and perhaps the Malay Peninsula.",The Ainu still have a different appearance from other Japanese people.,travel,1
it's almost like just fuzz,The cat's fur is very fuzzy.,telephone,1
National emission standards for affected units.,National emission standards are very strict for units like these.,government,1
"While service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, U.S. prices compare favorably with first-class rates overseas--Japan charges 74 cents, Germany 59 cents, France 48 cents, and Great Britain 37 cents.",Other countries have better systems for mail delivery.,slate,1
"He was Anson, too in th' Rangers for a while, Pa was."" ",Pa told me great stories from when he was in the Rangers.,fiction,1
and and we couldn't know that until after we'd made our findings so it turned out we had done about what the other juries had done and so it you know we felt a little better but i think if that could be in the hands of of someone who knew the law and could be privy to that information seems like it would be fairer,The jury was tampered with in the court proceedings.,telephone,1
On a wave of Hugo chic--the publication of a new biography and Hollywood versions of The Hunchback of Notre Dame and Les Miserables --an exhibit reveals the 19 th century French novelist to have been a great draftsman as well.,The exhibit shows a novelist that was good at sketching people as well.,slate,1
"These new LSC administrative provisions have been incorporated into each LSC appropriation since 1996, subject to some modifications made in the Departments of Commerce, Justice, and State, the Judiciary and Related Agencies Appropriations Act, 1998, Pub.","The LSC makes modifications in the areas of Commerce, Justice and State.",government,1
"For hiking in Pasadena's Eaton Canyon, call the Nature Ceter at (626) 398-5420.",You can call the nature center if you want to hike in Eaton Canyon and they will make an appointment and give you a permit.,travel,1
The cryme de la cryme of Las Vegas deluxe is Steve Wynn's Bellagio.,Steve Wynn worked very hard to build up the Bellagio's reputation.,travel,1
and uh and that that that the the nightmare i'm sure was just a a freak i'll bet it wouldn't happen again,It rarely happens and will not happen again.,telephone,1
well it's kind of same for me i i grew up in southern New Jersey and the local team was Philadelphia and they were like thirty miles right up the river,I grew up in South Jersey but my favorite team was in Philadelphia.,telephone,1
"For Klein, control is always bad--whether it's the evil health-and-fashion industry dictating our ideas about beauty, or the beleaguered dieter struggling to curb his cravings in a spirit of misguided self-hatred.","According to Klein, control is always a bad thing, and many people would agree on that.",slate,1
The objective of our research was to determine how several leading organizations have implemented their CIO positions and supporting management infrastructures.,The CIO position has traditionally been difficult to graft into existing management structures.,government,1
oh i'm sure it must yes you know i'm not personally involved because i don't you know i don't have any  children that wear diapers but i'm sure it creates a large amount of you know uh refuse,My husband wears diapers. ,telephone,1
"Laid out in an attractive hillside setting half a mile southwest of Takayama Station, the houses many of them three or four stories high, with steeply pitched grass-thatch roofs are oddly reminiscent of those in European Alpine villages.",The grass-thatch roofs of the houses rarely need maintenance.,travel,1
You will bring imagination and an open mind to the task.,You will be the best person to have on the task.,fiction,1
yes yes well you know there are people uh referred to as savants also uh who can do most phenomenal things and everyone feels they are totally retarded,People do not fully understand savants.,telephone,1
The DART (Dublin Area Rapid Transit) runs north and south along the coast.,The transit travels vertically thousands of miles along coast.,travel,1
" ""Maybe,"" he said slowly.",He was unsure.,fiction,1
And Judge Kenneth Starr to conduct the investigation?,Judge Kenneth Starr will do a thorough investigation. ,slate,1
that's sad well it was nice to talk to you,I do not want to talk to you now that I am sad.  ,telephone,1
"In doing so, they may seek a resolution through the Senate or House parliamentarian.",They are planning to disrupt the Senate and House.,government,1
I'm goin' over to pick him up a new outfit at Stein's.,"All his clothes are old now, and he needs to look fancy for the wedding.",fiction,1
"Today's media, following this premise, separate editorial from news judgments.",Today's media is forced to segregate their editorial from news judgments.,slate,1
"Faithful to the policy of separating the British cantonment from the Indian quarters with a railway as the barrier, the new city built for the Empire's Indian seat of government is separated from Old Delhi by the line running from Amritsar to Agra.",The residents of Old Delhi were prohibited from crossing the railway line.,travel,1
um i don't agree with that i don't agree because i think that they are pretty vocal about it in in uh Africa i think the y've made a lot more changes hey they've their very vocal,They don't stay quiet in Africa. ,telephone,1
The drive to pay for free legal services will continue for the next two months.,They wanted to help defray costs.,government,1
Is there an editor in the house?,How many editors does the house have?,slate,1
Estimated Resources Needed for Installation and Operation of Technologies ...,Operation of Medical technologies,government,1
My heart filled with gratitude.,My heart filled with love and gratitude.,slate,1
"Yes, said Poirot thoughtfully, ""it was only natural."" He opened a drawer, and took out a small despatch-case, then turned to me. ",The small despatch-case had been in the drawer for a long time.,fiction,1
"They are specific to each executive and should be derived from, and directly contribute to, the program priorities and","They are specific to each executive, so they should be derived from the priorities that are set by the shareholders.",government,1
The drive was uneventful.,The person driving felt bored.,fiction,1
"Although there is no single model for success, many states that are building state justice communities share similar characteristics that can guide other states less far along.","Some states are attempting to enhance justice by merging the rolls of judge, motorcycle police, and executioner.",government,1
"As we don't do this, the next comment is always something like, Well, then, why are you getting divorced?",It is all in regards to the fact that couples of our time together are expected to have children.,slate,1
This applies to the entire process or life cycle of a transaction or event from the initiation and authorization through its final classification in summary records.,This applies to nearly the entire process or life cycle of a transaction or event from the initiation and authorization through its final classification in summary records.,government,1
i think they just could have handled it more professionally i i i believe that they they hurt themselves i guess,Being more professional is a way to not only decrease injury but to also maintain good character.,telephone,1
"Neither lions nor sheep, most Italians survived with lip-service and good humor, while communists re-allied with socialists in the anti-fascist underground, whose partisans linked up with the Allies during World War II.",The allies were seen as a force of good.,travel,1
"In 1926, Pilsudski engineered a military coup and seized control under the Sanacja, or senate, government that would rule until the start of World War II.",The prior government was a monarchy.,travel,1
"There are numerous set and theme changes, plenty of water use, and a number in which the dancers (topless at the late show) come into the audience.",The set changes are total fifteen for that one show.,travel,1
Susan smiled.,Susan was shy. ,fiction,1
"My box is at Paddington.""",My box is located at Paddington along with my bike.,fiction,1
"He said it was to poison a dog."" Inwardly I sympathized. ",The dog was going to be poisoned tonight and I had a lot of sympathy. ,fiction,1
"After contacting attorneys about Take 2, Wagonheim is beginning to revise his projections.",They took the advice from the attorneys to heart.,government,1
The Irish now held Dublin and in 1038 the first Christ Church Cathedral was founded.,The Irish held  Dublin for the next 200 years.,travel,1
We have swapped places.,We have taken on each other's jobs.,fiction,1
Mars has fallen.,Mars' civilisation has been defeated by that of Earth. ,fiction,1
"Kramenin had made a precipitate return to Russia, leaving England early on Sunday morning.",Kramenin left England and boarded a plane to Moscow. ,fiction,1
"According to the WSJ , representatives of some computer companies and of Microsoft are expected to stage a pro-MS rally Tuesday.",Microsoft will provide refreshments for the attendees of the rally.,slate,1
"On what was once a Celtic burial ground (originally named Mont-Tombe), the bishop of the nearby town of Avranches began by building an oratory in the eighth century ' at the prompting, he claimed, of the Archangel Michael.",The bishop of Avranches himself laid the cornerstone for the oratory.,travel,1
"A populist says that if you drop what is difficult in art, you can get more people to pay attention.",People like art better when it is simple.,slate,1
that's true well do you do anything else do you knit or crochet like for sweaters or anything like that,Can you crochet a sweater?,telephone,1
"Even if Martin had failed to deny Maxwell a conquest that evening, and thus failed to slow the epidemic, he could at least have made someone happy.",The epidemic will kill a lot of people.,slate,1
Here you'll also encounter one of the most popular waterfalls in the Lake District.,Lake District is an area that connects humans and nature.,travel,1
"'You yelled it out, just before waking up,' I told her.",I told her she yelled out his name before waking.,fiction,1
uh because my my husband is a good camper and so they he manages the troops and they do the work and i have fun,My husband wrestled a grizzly bear before.,telephone,1
"Initially known as the Royal Institute in the 1830s, the National Gallery benefited from a number of bequests, not least that of the Duke of Sutherland in 1946.",The National Gallery also benefited from the Queen herself.,travel,1
"Appointment and confirmation is a political process, and like any political process it will always be messy.",Appointment and confirmation usually take few weeks or months.,slate,1
um i i just think that has something to do with why Latinos are tend to be you know the meek the more meek you know they tend to be more not stand up for their rights as much they're not really sure of what they are i don't think,Latinos don't want to be part of the decision-making process.,telephone,1
"According to Larry Doyle, who writes for the show, Smithers was originally just a sycophant in love with the boss.","Although his character grew into so much more, Mr. Doyle reported that Smithers was originally supposed to just be a sycophant. ",slate,1
into the wee hours and uh ran out of firewood so we uh each took turns going out and gathering up big bundles of pine needles and throwing them on the fire and they didn't last very long but they burned hot,The five of us were huddled around the fire all night.,telephone,1
"Not by accident did Van Gogh come from the Netherlands, Picasso from Spain, Max Ernst from Germany, and Chagall from Russia to make their home in France.","Well-paying French patrons attracted many notable artists, musicians, and sculptors with their wealth.",travel,1
Testing provides the basis for making decisions on whether to accept contract deliverables.,It takes years of testing to provide a basis for making decisions.,government,1
yeah well they they do low impact stuff now they're on everyday,I like it better now that they do low impact.,telephone,1
because if we want to go camping we can just go just a few miles you know,And if we want to go on a really good camping trip we can travel further.,telephone,1
it gets kind of i we used to have one of those little caves you can go back in,Going into caves is a perilous journey that can and often results in injuries.,telephone,1
The government says so.,The government's say is not final.,slate,1
Alexander the Great,The greatest Alexander,travel,1
Then he withdrew it.,He withdrew it to inspect it.,fiction,1
"One year later, the three federally-funded legal services programs requested that the ATJ Board appoint a committee to oversee the planning process outlined in LSC's 1995 Program Letter.",A committee was requested to make sure that things were done efficiently.,government,1
just about everybody i've talked to has been with TI i guess that's i guess that's the same with your husband,"Most people are with TI, just like your husband and they love the company",telephone,1
Daniel looked up.,They were looking at the clouds.,fiction,1
"Tell me grandpa, why did you decide to make up this language? How did it happen?",I asked my grandpa why he made up the sign language. ,fiction,1
"Instead, take the cobbled alley of Bells Brae to Hawthornbank Road, down in the valley.",The cobbled alley behind Bells Brae is a rough ride.,travel,1
"Top billing goes to The Comedy Store, which is on Sunset Boulevard, while other top venues include the Laugh Factory and The Improv, in West Hollywood and Santa Monica, respectively.",Critics think the Laugh Factory is a better venue than The Improv.,travel,1
"After all, her husband and two sons had roads named after George Street and Princes Street.",George street was named after her husband.,travel,1
In a society that stresses individual achievement Co where you pull yourself up by your bootstraps Co the Legal Aid Bureau helps those without boots.,The Legal Aid Bureau helps people become more independent and more prominent.,government,1
  Use a 360-degree performance feedback system.,Use a 360-degree feedback system to see how well you are doing.,government,1
"This scheme is far from perfect, but uninsured kids already get the hospital care they need when they're sick because hospitals pass unpaid costs along to states and private insurers.","This scheme is far from perfect, uninsured kids get hospital care when they're sick and hospitals pass the unpaid costs to states and private insurers resulting in a huge bill for them.",slate,1
"One screen has been developed for emergency department use, the Rapid Alcohol Assessment Screen (RAPS4).",The screen is sometimes used by other departments.,government,1
"How's that for the bare outline?"" 118 Dr. Hall looked at Julius.",What is your opinion on the outline? Dr. Hall asked Julius.,fiction,1
"Several of their ceremonial ball courts, which were used for certain social or religious gatherings, have been discovered throughout Puerto Rico.",The people in Puerto Rico were quite religious.,travel,1
that's right that's all afternoon i'll tell you what but uh,You will have to plan to have the whole afternoon free.,telephone,1
"b) The network reports included material from tapes that could only be the tapes that Starr's people had made (because these tapes allegedly have Lewinsky saying that Jordan and the president told her to lie--which was not on the tapes Newsweek heard, and Newsweek had supposedly heard the most incriminating tapes).",Newsweek wrote an article about some of the tapes they had heard.,slate,1
Gates on the two sides of the pits let combatants drop in and fight their battle.,The fighters fought until someone died in the pits.,fiction,1
"We will continue to consider it, says Jack Ludwig, vice president and research director at Gallup.",Jack Ludwig says that they will consider it if the budget cuts don't hit too hard.,slate,1
"Considering the initial fill demand of 26,000 m3/yr from 65 GWe of SCR installations and replacement demand of 22,300 m3/yr from 150 GWe of cumulative SCR installations plus the worldwide catalyst replacement demand of between 5,000 and 8,000 m3/yr, the annual excess capacity is estimated to be 31,000 to 34,000 m3/yr.",The excess capacity is stored for future use.,government,1
"Malamud's daughter, Janna Malamud Smith, has just now brought out a book called Private  In Defense of the Personal Life , in which she says that, coming across a sexual scene in one of her father's novels, she put the book down in embarrassment, out of daughterly modesty.","Malamud's daughter, in her new book, talked about the relationship between her and her father's books- and everyone wanted to know about it.",slate,1
oh they are they're they're loads of fun that's the most playful cat around,Orange tabby cats are the most playful cats.,telephone,1
Recognizing that Japanese business is not down for the count--and remembering the role it played in getting us to where we are--is a necessary step toward a saner appraisal of where this economy might be going.,"Recognizing Japanese business isn't down for the count, and remembering its role in getting us where we are is key in understanding this economy and the political sphere.",slate,1
Salt kept the town fed.,"Salt kept the town alive, but at what cost?  The mine was killing its inhabitants.",fiction,1
It is a mountainous island and its inhabitants have a rugged individuality that matches the landscape.,The mountains on the island have never been fully scaled by man.,travel,1
No one ever discovered the identity or the motive of the culprits.,"Truth be told, the culprits themselves didn't know how they did it.",travel,1
We went straight to the connecting door. ,We just wanted to enter the room. ,fiction,1
Merchant shipping doubled in size and increased its income ten-fold as the European fleets were destroyed.,Merchant income and shipping increased after the European fleets were destroyed by bombs.,travel,1
"It was a city of beautiful palaces and temples, and a place of learning, with one of the most renowned libraries in the known world.",Its library houses a number of rare books.,travel,1
Kofi Annan ruins Newsweek 's unleash-the-dogs-of-war cover package.,Newsweek regrets including Kofi Annan in the cover package.,slate,1
"Anything we can do to get out in the community, to make folks aware of how easy it is to get service, that they won't be ripped off, is important.",The service is not well communicated there.,government,1
"Only a few streets away to the east, a much older church than the cathedral graces Segovia's most charming square.",The church is more than one hundred years old.,travel,1
Newcomers will have an embarrassment of destinations to choose from.,There are 5 destinations that can be chosen.,travel,1
yeah and you know and it there are many of them there's no doubt about it,"I think they are in the tens of millions, roughly.",telephone,1
It is not worth an elevenfold risk of crashing.,Driving blindfolded is not recommended by most driving experts.,slate,1
"Not only is she forced to dance whenever Starr pulls the strings on her immunity agreement, but it is difficult to see how and when she can resume a normal life.",She has gone through immense trauma and it is unlikely she will recover.,slate,1
"Works include those by Picasso, Marcel Duchamp, Magritte, Kandinsky, and Klee, but it is known above all for Jackson Pollock, Mark Rothko, and Robert Motherwell.",The works include four early contemporary works by Picasso. ,travel,1
"Well, sir, nothing much. ","Well, sir, not a lot, but I expect things to pick up tomorrow.",fiction,1
"The net effect on national savings, and therefore on overall economic growth, is zilch.",The project had been sold as a sure way to boost economic growth by three percent.,slate,1
"The passage recounts Woods' first trip to the Masters in 1995: He played 18 holes each day, then spent the evening studying for his Stanford history exam.",Woods graduated from Stanford with a degree in exercise science two years later.,slate,1
"Tennessee has a surcharge on speeding tickets, Ohio assesses an annual lawyer registration fee, and Texas uses dollars from its Crime Victims Compensation Fund for such programs.",These programs are underfunded in some states because of the way they pay for them.,government,1
"Station VII (Jesus falls again): At the intersection of the Via Doloroseand the market street called Souk Khan ez-Zeit is the spot where, according to traditional belief, Jesus fell under the weight of the crosea second time.","When Jesus dropped the cross again on Station VII, another man helped him up.",travel,1
But he acts as if he knows it.,He is confident in the way he asks because he knows it.,slate,1
Probably the idea came to her quite suddenly. ,She arrived at the idea unexpectedly.,fiction,1
"The pope did, however, suggest the extradition of Tinky Winky, for 'crimes against God.",The pope has a sharp wit and often uses television characters as the butt of his jokes.,slate,1
"Gambling is wildly popular with the Chinese of Hong Kong, and they make up nearly 80 percent of all visitors to the casinos.",Some say gambling is in their genes.,travel,1
"Later, Clinton and House Majority Leader Richard Armey point fingers--literally--at each other, and the Republicans go nuts over what they consider to be an unflattering picture the White House released to Time . All in all, everyone in the budget talks looks petty and political, except for Dole.",Clinton and Richard Armey argued during budget talks and painted an unflattering picture of government. The people were not pleased either.,slate,1
What's a modern boy to do?,What's a modern love-struck boy do?,slate,1
183 Chapter 22 In Downing Street THE Prime Minister tapped the desk in front of him with nervous fingers.,The Prime Minister tapped the desk in a certain rhythm.,fiction,1
it would be a sort of day care but it would be more of a family setting,The day care is better because of the fact that it offers a more familial role than normal.,telephone,1
"Never mind your name, said Tommy impatiently.","Tommy said, your name is irrelevant. ",fiction,1
"Bauerstein has been arrested?"" An instant coldness passed like a mask over her face, blotting out all expression. ",She was very upset about Bauerstein's arrest.,fiction,1
"If people adjust their retirement plan to reflect benefit reductions, increased personal saving today could provide new resources to invest.",Retirement plans provide all kinds of investing resources.,government,1
Controversy raged for years after the 1977 opening of this colorful oil refinery. ,The oil refinery was opened in 1977 to much opposition.,travel,1
"Ryugen-in has five distinct rock gardens, one of which is apparently the smallest in Japan.",The monks had to make do with what little space they had in their tightly developed prefecture.,travel,1
It's a popular and often crowded place.,It's patrolled by many police officers.,travel,1
check it back and just grab it you know if i just go to my garage and grab it,I can just go to my garage and grab my shovel.,telephone,1
sure that's an idea too i just uh,"That is also an idea, but mine is better. ",telephone,1
uh that's still a good hour ride i guess,The train is a great way to ride.,telephone,1
because we're payin g for Social Security they using now who's gonna pay for mine,Our retirement needs to be planned for. ,telephone,1
and audio tapes and they've they've got you know they've got ways to nail people  to the point where they they really shouldn't even be going to trial,the audio tapes are really clear and the main piece of evidence they use. ,telephone,1
"Figure 4.1 illustrates that federal and nonfederal saving, which consist mainly of private saving, tend to be inversely related.",The inversely relation of federal and nonfederal saving is due to issues in government.,government,1
"If you visit only one place on Jamaica outside your hotel, then this should be  a place of fantastic natural beauty and flowing water that epitomizes the Arawak name for Jamaica, Xaymaca ( land of wood and water ).",People visit Jamaica for its natural beauty and lovely beaches.,travel,1
" Overhead, the sky shattered with a roar, and another piece fell, tearing downwards toward the city.",There was not much of the sky left.,fiction,1
"Now the second most populated island in the Dodecanese, Kos has seen human settlement since ancient times.",Kos is the second largest island in the Dodecanese.,travel,1
The basic premise of this line is that the findings of faith and reason are not at odds--only their methods are.,The basic premise of this line is to make a statement that could be correct,slate,1
Maryland law prohibits recording phone calls without the consent of both parties.,Recording phone calls without the consent of both parties is legal in some states. ,slate,1
and then while he was on appeal on his thousandth and one appeal the state of California reverked revoked the law in the early seventies and then they reinstated it later but the penalty didn't go back you know,He made over a thousand appeals to the state of California.,telephone,1
and they'll steal jackets they'll holdup kids and they'll take their jackets and chains you know just get out of the car and,They only steal jackets and chains.,telephone,1
The man was silent but pointed.,The man had many things on his mind. ,fiction,1
Many of those mothers were casualties of the '80s crack epidemic.,The crack epidemic in the 80s put many in the hospital. ,slate,1
well i have a friend that's married to a in fact he went went to Korea and married a Korean and brought her home and uh,They live here now.,telephone,1
"'Aw, come on, Jasie,' Derry grinned at me, moustache creasing upward.",Derry smiled at me so i could see his teeth.,fiction,1
"Having reached the court system's mandatory retirement age, the lifelong Newton resident left the courtroom.",She had worked 28 years and reached mandatory retirement age.,government,1
A crowd of people rushed from the entrance of a building of sandstone and marble.,The building was going to collapse.,fiction,1
hum yeah yeah i think that if we could model you know programs after those that are already i mean they did a lot of work finding a program that worked and if we were to do the research take under advisement what they have,The program that they found works better than anything anyone has come up with.,telephone,1
i just i usually yeah okay well it's been fun you have a good day,"catching up with you was nice, have a good day",telephone,1
you know it's just you see garbage pans i mean pails just filled and we pay people to haul them off right,"Hauling them off is a lot of work, that's why we pay other people to do that.",telephone,1
hey yeah it sounds pretty good  that sounds good i've noticed a lot of uh  different organizations in our community uh pick up like on the highway and stuff and i think that's pretty neat they uh go along and have so many miles i guess of highway to take over and they clean it up,The community organizations clean up at least 30% of the trash on the highway.,telephone,1
"You plannin' on goin' back with Kitchell out?""",Going without Kitchell is a deadly mistake.,fiction,1
"There's also the so-called Vinegar Bible, dating from 1716.",The Vinegar Bible got its name because of a typo made in it by its publishers. ,travel,1
She was born in England but never came to the  the responsibility for working the plantation lands fell to her male relatives.,"She escaped the rough work necessary for living at the time, passing responsibility to her male relatives. ",travel,1
"In reality, each area is quite  it generally consists of a small town and an outlying area with different geographical characteristics.",Areas can be widespread and grand. ,government,1
"Jones Web site, and makes interesting reading.",Jones Web site publishes insightful pieces about politics.,slate,1
Such were the days.,They were really great days to live in.,slate,1
There was little evidence of religion or of the rule of law.,Religion had small pockets here and there.,travel,1
The larger stores usually have a tax-free department offering a narrower range of products designed for use abroad.,The products that are tax free must be produced domestically.,travel,1
  obtain adequate funding.,The funding is for the purchase of shoes.,government,1
Historical heritage is very much the theme at Ichidani.,Ichidani has a very rich and ancient culture. ,travel,1
This is part of the unrelenting psyche of the place.,There are many parts to the place with different ambiences.,travel,1
"However, these British influences have, even from the earliest days of colonial rule, always been tempered and molded to the Jamaican style.",Jamaica was Britain's favorite colony.,travel,1
Had the man seen through him? ,The man would have him arrested if he found out.,fiction,1
"Since no cars are allowed on the island, it has the feel of a bustling, old-fashioned beach community.",The lack of cars makes the island feel quaint and safe.,travel,1
Its twin objectives are to dramatically increase the number of low-income Americans who can access the civil justice system and to ensure that all clients receive quality legal services.,"Prior to this, low-income Americans had difficulty obtaining good legal services.",government,1
"Beginning with Bennett's afternoon press conference--Judge Wright should be complimented on her courage to make the right decision, notwithstanding all of the political atmosphere surrounding the case--the Clintonites incessantly lauded Wright's bravery.","Judge Wright has been appreciated for her courage to decide rightly for her own, say the journalists.",slate,1
"Equally impressive are the original massive, hand-made wooden pews.","The pews are made mostly of wood, but also contain some metals. ",travel,1
"From Jerusalem Street, a flight of steep steps, known as Ma'alot Olei Hagardom Street, leads downhill.",The flight of steps leads to a small market.,travel,1
yeah i don't i read about one or two thick novels like that a year,I'm not a big reader. ,telephone,1
"In addition to the Department of Labor's outreach program, other federal agencies also play a role in saving education.",The Dept. of Labor's outreach program played a role in saving education.,government,1
yeah if one can afford to do that that's back to the reason why why i joined the band that was my entertainment while i was in school,I joined the band as a form of entertainment and as a way to be social.,telephone,1
They've got some kind of trouble with the sky.,"The sky shouldn't look like that, they seem to be having trouble with it.",fiction,1
Tunnels collapse.,Tunnels collapse due to heavy rain.,fiction,1
They expected the same result in their new study with hazardous drinkers who had a positive BAC at the time of their injury visit.,The patients had an illegal and high blood alcohol level. ,government,1
"Displays include period pieces, memorabilia, replicas, maps, paintings, and sketches, though no personal effects or anything directly linked to the man himself.",The paintings and sketches almost always catch the most attention in the displays.,travel,1
Are they big?,How big are they?,fiction,1
"Following receipt of comments, some of which challenged the burden estimates contained in the proposed rule but none of which contained alternatives to the SEC's estimates, the SEC reviewed its estimates and retained the estimates set forth in the proposed rule.","Following the receiving of comments, some of which challenged the burden estimates within the proposed rule but none which contained alternatives, the SEC reviewed its estimates and retained the estimates set forth for the next 10 years.",government,1
do you do any uh body work on the Honda,"After the accident, what body work was done on the Honda?",telephone,1
"The labyrinth of narrow alleys constitutes several different  quarters,  each specializing in a particular skill or merchandise.","Once you enter the labyrinth, it is very difficult to find your way out.",travel,1
"He's not serious about selling eggs, says the Post . He's just using the sex appeal of his models and the intriguing perversity of a human egg auction to drum up publicity and attract Internet traffic to his site, from which he can sell advertising and subscriptions ($24.","He is using human eggs as a publicity stunt, and that is sad.",slate,1
okay we're gonna talk about the public school system what's wrong with it and or if anything is wrong with it and what we can do about it what should be done about it,There are some notable issues with the public school system.,telephone,1
"It was the appeal of death--doled out, and accepted.",Death appealed to him because he was so upset.,slate,1
uh-huh well i've got an eleven year old son and an eight year old daughter and my son says i don't understand this drug stuff why don't people understand all you have to do is say no,My son thinks drugs can be solved by saying no.,telephone,1
But the Communists broke the alliance after Blum first failed to support the Republicans in the Spanish Civil War and then ' faced with financial difficulties ' put a brake on the reforms.,"If Blum had promised to restart reforms in the future, the Communists would have maintained their alliance.",travel,1
There was no sarcasm or spite in his voice.,He was very serious when he talked about cancer.,fiction,1
i think we looked at besides just you know what salary you would be having having now but when when could uh your salary increase and,We found that salaries were not increasing at a sufficient rate.,telephone,1
I was widowed when I was 47 and have been on my own for five years.,The last five years have been extremely lonely and soul sapping. ,slate,1
"Off limits to non-Hindus, it can be viewed from an observation platform specially erected for the purpose by Lord Curzon.","The observation platform provides an excellent and clear, though distant, view.",travel,1
so what you try take a vacation every year and go out and camp,Some years you aren't able to go on a vacation.,telephone,1
uh-huh yeah but i think there's enough news out there that they could pass on more factual information to us and like you said save the commentaries because i'm going to listen to the the news and draw my own opinions i don't really need their help to do that,I wanted to be able to come to my own conclusions.,telephone,1
All these products download content whether you actually read it or not.,These products would not ask you if you wanted to download content.,slate,1
I'm afraid we're now in the position of having to track Miss Vandemeyer anew.,A new plan to locate Miss Vandemeyer will be resource intensive. ,fiction,1
"The preamble to the final rule sets forth the information required by the act, including the need and use of the information, the estimated number of respondents, and the annual burden hours imposed.",The preamble states the information that is required for the act including budget.,government,1
oh oh i i should probably shouldn't be talking to you then right,Am I going to get in trouble for talking to you?,telephone,1
The Adam's apple is henceforward to be known as the laryngeal prominence . The Achilles tendon now becomes the calcaneal tendon . The space between a woman's breasts is now to be known as the intermammary sulcus .,The Adam's apple is in the larynx in 99% of the population.,slate,1
We might look over what Trinfan has picked up as long as we are out here.,We do not want to stay here for very long.,fiction,1
"Her voice sunk into them, forcing their bodies to her command.",She told them to go to the village.,fiction,1
"Most of the remaining costs are attributable to extending the quality system and requiring appropriate documentation, evaluating suppliers and contractors and management review.",Most of the remaining costs don't make up even half of the total.,government,1
you had to do something,You had to do something about the illness.,telephone,1
Almost nine percent of Egyptians are Christian.,Christianity is a common religion in the country of Egypt. ,travel,1
"I took that as a polite dismissal, and worked my way out of the cockpit just as the train began to move again.","I took that as him telling me to leave, so I walked out of the cockpit like he asked.",fiction,1
"Clinton made this purpose clear in his speech Thursday at Birmingham Southern College, where he said the reason for the tests was to to find those kids and help them before they're in trouble and it's too late.",Many Democrats supported Clinton's education ideas.,slate,1
"In the last test Anna barely managed to stay within the limit, but right now she had problems with her father in law who's been luring her husband into alcohol, and with her husband who's been luring the father in law into drugs.",Anna barely passed her driving test.,fiction,1
"It is strange, however, that when Greider himself turned his attention from money politics to the global economy, he ended up relying for technical advice mainly on--you guessed it--Milliken's protege Prestowitz.",Prestowitz provided the best technical advice for Greider in terms of the global economy.,slate,1
"But its greatness was linked to its fine natural harbour, and when this silted up in the third century a.d. the city went into decline.","Before the harbor silted up, the city was the greatest hub of trade in Greece.",travel,1
oh yeah because it's just a territory or is that what it's called a territory,"I know that something can be either a territory or a protectorate, but I don't remember which is which.",telephone,1
uh and she still drives which we do does scare us some because she has dented a few things you know,She dented a few parts of the car while driving.,telephone,1
"It's also possible that the problem is not Gore's alone, but rather is common to front-runners.",Everybody who's running is having the same problem.,slate,1
so if there's no controversy if you're not worried about who's going to win if you think it's going to be a shoo-in then uh you know you don't vote so uh,You remain neutral by not voting for anyone.,telephone,1
"'Apparently they had a Plan B,' White muttered dryly.",There was a plan B and that plan was to blow everyone up. ,fiction,1
"The best beach, one of the best on the entire island, is nearby, fronting a private vacation club.",The private vacation club was built here because it is the best beach.,travel,1
"In the new genetic thrillers, it's the scientist who makes a last-ditch stand against an irresponsible society--reflecting a role for scientists as the defenders of ethical principles that were born at the Nazi doctor trials at Nuremberg and endured through the Cold War.","Unlike the evil scientists in the movies of 50 years ago, today's films show scientists as rational defenders against an irrational society.",slate,1
yes that's i'm a inside guard i also work in the segregation department for the ones that mess up,I guard the prison from the inside.,telephone,1
"An advance notice of proposed rulemaking was published on June 15, 1990 (55 Fed.",An advance notice of the rulemaking was published in June on the website.,government,1
"Assad's ruling Alawites are a tenuous minority, only 11 percent of the population.",The Alawites are powerful even though they are small in numbers.,slate,1
is that right everybody everybody's sick down there,The place is not conducive to good health at any time.  ,telephone,1
"At a 300-lawyer firm, it would translate into about 1,300 hours a year, more than half a hard-working lawyer's billable time.",Lawyers spend most of their billable hours reading books.,government,1
"(In life, Shapiro was similarly frustrated.)",In life Shapiro was frustrated likewise due to his impotence.,slate,1
"He went into oil, and he went into steel, and he played a bit with railroads, and I can tell you he made Wall Street sit up!"" He paused.",He invested money on Wall Street.,fiction,1
"I was somewhat lazy in procuring a gift, and in the intervening time my friend has got a divorce and is soon to be remarried.",I never had the money to get him a gift.,slate,1
"The mule, Croaker, fell in behind her so that they were strung out in the familiar pattern which had been theirs clear from Texas.","Croaker fell in behind in a familiar pattern, but then broke away as we got closer to our destination. ",fiction,1
well well the difficulty i have is that uh are we our neighbor's keepers,"The dilemma I have is, um, we're our neighbor's caretakers because they're unable to walk by themselves.",telephone,1
In recent years a number of studies have analyzed the widely held belief that rural routes are more expensive than city routes.,Rural routes require delivery drivers to travel over unfinished roads.,government,1
"Caterpillar improves the product's reliability during development by testing prototypes, uncovering failures, and incorporating design changes.","Without Caterpillar's help, many products would fall apart even before becoming a full product.",government,1
