premise,hypothesis,genre,label
never read it uh-huh we just rented um a couple weeks ago a movie called The Freshmen with um it's got Matthew Broderick in it and um uh Marlon Brando And Brando like does a parody of the character he played in The Godfather,A couple of weeks ago we rented The Senior.,telephone,2
"Overall, 62% attributed being injured either somewhat (24%) or mostly or totally (38%) to be the result of drinking.",62% attributed being injured totally to drinking.,government,2
I believe that careful study is needed to develop more realistic and workable methodologies and solutions to federal pay issues.,We don't need realistic methodologies for federal pay issues.,government,2
"Barking, however, undermines the pretense of a rational debate.",The pretense of a rational debate setting cannot be undermined.,slate,2
"And the law will then seize your property, like your Pentium Pro, your ISDN card, and your Jaz drive.","The law can take everything else, save your Pentium Pro and other electronics.",slate,2
"Can you tell me the views of the other members of the family?""",I already know what the other family members think about it.,fiction,2
He came of age when the civil rights movement and the Naderites were using the courts to challenge unjust state governments and arrogant corporations.,The civil rights movement came to be due to nobody challenging corporations' unfair practices.,slate,2
about how really to go about helping people to learn another language i mean it's like people don't know what to say it's not step to step,"You should only speak English when you come to America, so I want to stop people learning other languages.",telephone,2
but you have one at work okay and now because um  see i'm doing my uh Master's in Computer Science and Computer Engineering,You don't have one at work anymore and I'll be completing my PhD in Biology soon.,telephone,2
"It will take several days to familiarize yourself with the maze, several more before the principal landmarks become easily identifiable.",You won't ever become familiar with the landmarks. ,travel,2
"Connolly said her program has been working to provide free legal services for 25 years, and the demand isn't abating.",Demand has fallen to almost nothing after 25 years.,government,2
"For the fifth consecutive year, it's going to let pretty girls ship everything book rate.",Shipping rates are the same no matter what you are mailing.,slate,2
but here if you don't water it just looks awful and i just hate to spend the money just going down the drain in watering grass you know,"There's no need to water the grass because it rains so often, so we save a lot of money.",telephone,2
"He would take notes on his yellow pad and sum up the sense of our meetings in an orderly manner, as he had always done.",He doesn't write things because he has a great memory.,slate,2
There is little to hold the attention here although the area has seen important historical incidents which have had a bearing on modern Jamaica.,The area has much to hold the attention in spite of its recent providence.,travel,2
fifty i think it was like i don't know if it was fifty billion or fifty million which is really doesn't make any difference,I'm pretty sure it was about $100.,telephone,2
My style was different.,I have the same style. ,fiction,2
"But plain old greed should be adequate to explain nearly everything in finance, because finance is about making money.",Finance is about how to live a philanthropic life.,slate,2
sort of like the draft do you know in the Army you're not going to uh uh be i i understand i understand what you're saying i'm i'm twenty four and uh you know i i don't think that i would be willing to to dedicate you know a year or two years of my life,Service is mandatory. ,telephone,2
"While most infrastructure spending takes place at the state, local, or private-sector level, the federal government also invests in infrastructure such as highways, bridges, and air traffic control.",Infrastructure spending doesn't happen at the local level.,government,2
that's right that's right okay yeah he was a finesse player he was good,He wasn't really a finesse player and was simply a role player.,telephone,2
yeah well i'm i'm in academics and actually i'm in the job market now trying to get a professorship and i'm watching uh the education budget getting cut back so severely um at least in California where i am where there's a very severe budget crisis because of agriculture was wiped out last year and um a number of other things and uh,The education budget in California just continues to climb.,telephone,2
"Microbreweries have also appeared in Dublin, and sell their excellent beers at the Dublin Brewing Company (North King Street) and Porterhouse Brewing Company (Parliament Street).",The microbreweries' beers are not sold in the city.,travel,2
"These reports detail how much lobbyists are paid to work on a particular issue and in theory what, who, and how they lobby.",The lobbyists just work on what they feel is important.,slate,2
The nearby Musee de Normandie makes a handsome introduction to regional folklore.,"The museum is a bad introduction, you should wait to go. ",travel,2
And he once sent pictures to reporters of himself with a giant boar he claims to have hunted down--though it turned out to be in captivity.,There was a time that he sent pictures of his new swimming pool to the teachers. ,slate,2
"Another feint and stab from the other side, again easily deflected.",The stab hit home.,fiction,2
yeah i think i think Texas is what Texas the southern states seem to be somewhat more conservative and still have the death penalty and i think i know California had it for a long time and then they um took it off the books they repealed it,California and Texas both support the death penalty currently.,telephone,2
He fancied it was.,He doubted it was.,fiction,2
The city sits on a wide bay with the colonial sandstone apartments on the waterside making a wonderful panorama as the sun begins to drop in the afternoons.,The bay's immediate coast is largely undeveloped and houses legendary beaches.,travel,2
"Still the center of a small Armenian community, there's a busy street market and, in a cool, tree-shaded garden, an open air colonnaded church.",This is a large Armenian community but there is no market or church. ,travel,2
Then she and Jon fled into the mine shaft.,They fled to the top of the mountain.,fiction,2
"As a result, they experienced significant increases in development costs and production delays usually at the expense of other DOD programs.",They saw big drops in development costs and production delays.,government,2
"Your Gist on alleged payments to David Hale is so sloppy that one is tempted to assume some bias on the part of its author, Associate Editor Franklin Foer.",David Hale sent you money.,slate,2
Welfare reform was the hot topic at the National Governors' Association winter meeting.,Welfare reform has never been discussed at a meeting of the National Governors' Association.,slate,2
No doubt they'll dry out in time and be as good as new.,They will stay wet forever.,slate,2
But this wealth of earnest achievement doesn't mean that the people lack verve or the ability to enjoy themselves.,People who achieve definitely lack verve and the ability to enjoy themselves.,travel,2
"At Porto Torres, visit the important 11th-century Pisan Romanesque church of San Gavino.",The church is from the 17th century.,travel,2
"Not much cattle here, Rivas returned.","Rivas exclaimed, ""So much cattle here!""",fiction,2
This was a dilemma for the Tokugawa government.,The Tokugawa government knew exactly what to do.,travel,2
"The CIO Council, or other organizations of federal CIOs, can create an opportunity for sharing these experiences, using the principles described in this guide as an organizing framework.",The CIO Council is not able to create any opportunities.,government,2
Controlling my body somehow to cover for me.,I had no control over my body.,fiction,2
yeah at least with the uh gasoline company credit cards you have you know up to thirty twenty five thirty days you know interest free for it,There are no cards with interest free days.,telephone,2
"However, under the Save the Social Security Surpluses simulation, GDP per capita growth slows and eventually turns negative.",GDP per capita growth cannot turn negative.,government,2
"Beside the Piazza Venezia, a steep staircase leads up to the austere 13th-century Santa Maria in Aracoeli, while another, more graceful and gradual, takes you up between the statues of Castor and Pollux to Michelangelo's beautifully proportioned square of the Campidoglio (Capitoline Hill).",Capitoline Hill is weirdly situated and proportioned.,travel,2
Warhol's Skull (1976) now reads unavoidably as a premonition of AIDS.,Warhol's Skull has nothing to do with AIDS.,slate,2
Batons struck palms menacingly.,They hit their palms with the paper.,fiction,2
El Greco is also strongly represented elsewhere in the palace.,The palace is devoid of any representation of El Greco.,travel,2
"Anyway, he can't have 'lost the trail'  ",It's perfectly logical that he lost the trail.,fiction,2
What do you mean by you 'suppose'? ,What is your mother's first and last name?,fiction,2
One was a big fat sort of chap.,"One was a skinny sort of chap, almost anorexic.",fiction,2
The man grinned with sharp bloody teeth as he drew out Jon's rapier from his chest and threw it on the ground.,The man was missing all of his teeth. ,fiction,2
These include the use of computer-assisted activities ranging from simple comparative analyses.,Computer assisted activities are not included in these analyses.,government,2
The second class would include those planets formed so near the stellar center that the high temperature would make it impossible to capture much hydrogen.,All planets fall into the same class.,fiction,2
"The Ds' motto is We, the People; the Rs' motto is Ew, the People.",The Democrats represent themselves only.,slate,2
has been hasn't been too much rain which is really nice because last week all that rain and it was just bad with all the flooding when uh Trinity Mills Road flooded over all those times you couldn't i couldn't pass by it,There was no flooding or rain.,telephone,2
Then he has to fudge his faith so that people who don't share it won't take it seriously.,He tells the full truth to everyone he meets.,slate,2
"Later, in 454 b.c. , the treasury was transferred to Athens and its deposits were used to finance the construction of many of the major buildings and temples of the Classical Age.",The Classical Age began in 600 BC.,travel,2
"After rival Fujiwara factions had been struggling for years to gain control of the imperial throne, they turned to the Taira and Minamoto armies in 1156 to wage the four-year war that heralded the end of the golden age of the Heian court.","After rival Fujiwara faction had struggled for years to gain power, they finally decided to make peace with their opponents, sending Japan into a Golden Age.",travel,2
"And yet she is on the point of betraying Mr. Brown, and she dies.",She killed Mr. Brown and is still very much alive. ,fiction,2
"I was high enough up in the department to be sure nobody was going to call me out...except for this particular Tuesday, when I got hauled into my manager's office and glared at by beady eyes behind little wireframe glasses.",No one ever caught on to what I was doing and if they did they never called me out.,fiction,2
"In some cases, forming teams provided opportunities for front-line employees to assume leadership roles.","Even after forming teams, employees on the front line were not allowed to take on leadership roles.",government,2
is it good i've i've always heard it was really good,Everyone says that it was awful.,telephone,2
Short walks to panoramic viewpoints should be a part of everyone's itinerary.,You should not plan to go to see panoramic views.  ,travel,2
These key characteristics can provide insights into what constitutes successful CIO organizations.,"These key characteristics can not provide insights into what constitutes successful CIO organizations, though.",government,2
'I didn't know you could drive a train.',I remember that you told me before you could drive a train. ,fiction,2
well where are we where are we going to get another state,I don't know where we are going but we will be going through seven different states before we reach our destination.,telephone,2
Old men meet under the chestnut trees to play chess or a game of boules.,Old men never play chess under chestnut trees.  ,travel,2
"Hall is unapologetic about his spying, but the lack of living witnesses makes prosecution impossible.","Although Hall has insisted on his innocence, he has been prosecuted due to the upbringing of fake evidence.",slate,2
and so imagine the sixteen year old yep boy i had a surprise birthday party and a war started in Israel,I turned 18 when the war in Israel began.,telephone,2
This summer's World Cup will distract fans and remove the league's best players for two months in the middle of the season.,"The world cup, which takes place in the summer, will focus fans. ",slate,2
"The LSC lawyer, however, speaks on the behalf of his or her private, indigent client.",The LSC lawyer lets their client speak for themselves.,government,2
They'd never think of pulling to pieces one of their own pictures.,They came up with the idea of pulling apart their own pictures.,fiction,2
"Although their villages don't look very different from the other rural communities on the island, it is the Maroon attitude to life which make these societies interesting to visit.",There is nothing special about the Maroon attitude to life.,travel,2
Analysts construed the project as a coalition bid for mainstream credibility,Analysts did not construct the project.,slate,2
The other major attraction here is Hasedera.,Hasedera is awfully dull and no one visits there anymore.,travel,2
so you really do enjoy your exercise then since your,You love being a fat slob.,telephone,2
"Now, unless I am much mistaken, at the inquest to-day only one ”at most, two persons were speaking the truth without reservation or subterfuge.""",Everyone who was present at the inquest was completely truthful.,fiction,2
"Accordingly, IRD has adopted a code of conduct applicable to all employees that explains the standards of integrity and behavior expected.",IRD has no code of conduct for everyone that works there.,government,2
"If you struggle or cry out, I'll shoot you like a dog."" The rim of steel pressed a little harder against the girl's temple.",He threatened to shoot her regardless of the things she does. ,fiction,2
They may love the partner.,They detest the partner.,government,2
"The house became the property of the British military in 1814 and was selected as the seat of the island legislature in 1872, when the capital was moved from Spanish Town to Kingston.",The house became property of the French militia in 1814.,travel,2
"Well, she said quietly, ""whether it is your business or not, I will tell you that we are not happy."" I said nothing, for I saw that she had not finished. ",I said something immediately in reply to her.,fiction,2
And the kidnapping was beginning to look like a relief.,The kidnapping was looking harder and harder with every passing minute.,fiction,2
"It is the city's most popular tourist attraction, and deserves a full day to do it justice.",You need at least a week to tour the city's most popular attraction.  ,travel,2
uh-huh Kevin Costner i understand is supposed to be play Schwartzkopf supposedly,Schwartzkopf is going to play Kevin Costner.,telephone,2
I brought it just this morning.' ,"I forgot to bring it, but I'll try to bring it tomorrow night.",fiction,2
But the English flag did not fly over San Juan for long.,The flag of England flew over San Juan for a long time.,travel,2
Figure 19 shows GAO's human capital profile as of fiscal years 1989 and 2000.,The figure only shows GAO's attendance. ,government,2
"HCFA did not discuss the proposed change in its analysis, but in the preamble to the proposed rule.","The analysis includes the proposed change, while the preamble was shortened.",government,2
"1 The term competitors stands for private firms that compete for portions of postal work, possibly as contractors or agents of mailers or mailing organizations.",Competitors are firms that do o postal work.,government,2
oh really the whole length or uh,Only half the length of the item was used.,telephone,2
"Don't try to understand what is a mystery even to the Satheri, Dave Hanson.""  ""A reasonably intelligent man should be able--"" Dave began.","Do your best to understand this mystery, Dave Hanson.",fiction,2
The effects of computer-tailored smoking cessation messages in family practice settings.,All smoking cessation messages must be hand crafted by humans.,government,2
"Dining room, grill, pub.",It has a dining room but no grill.,travel,2
"After an experiment with elections and parliamentary democracy, King Mahendra abolished the constitution in 1962 and instituted the system of panchayat democracy. ",King Mahendra died and was buried at his palace in the year 1943.,travel,2
yeah and it's not you know we don't promote it a lot outside the community because we don't want recognition for it you know so much as we just want to help people out so it's real neat it's,We promote it a lot so we can get recognition.,telephone,2
Let's find some place where we can see whether it's impossible now for you to magic up a decent meal.,Let's find a place where they sell some food.,fiction,2
"'We do the work in the fields because we don't have a lot of education, and in this country you need to have an education to have a good job.",You can get a good job with little education.,government,2
and uh i came out and some girls came flying out of their apartment uh next to me and they asked me to come in and look and there was chips of wood all over the place and a big hole in the ceiling and a bullet comes to rest on the pillow beside one them's head,"The bullet hit something and it stopped, not disturbing anyone.",telephone,2
His absence was strange and inexplicable. ,It was normal for him to be absent.,fiction,2
"They used various techniques to do this, and several mentioned their efforts to identify, evaluate, and implement new, more effective tools as they become available.",They used the same techniques and the same tools.,government,2
he likes to buy the kids toys  with the uh credit card too you you know he'll go to by Wal-Mart or something and,He would never step foot in a Wal-Mart.,telephone,2
"In antiques shops, look for highly valued porcelains from China.",Don't bother with porcelains from China.,travel,2
Visitors drive through as slowly as they like or ride on an open wagon.,Driving too slowly is not encouraged. ,travel,2
" ""Your sample of sky,"" she said as the clod labored over to the desk and dropped nothing with a dull clank.","The sample of sky was heavy, tattered, and blue.",fiction,2
Brill grazed in huge fields of golden wheat.,The Brill were hungry and had nothing to eat.,fiction,2
"Authority to acquire information processing resourcesDelegation of up to a specified limit, issued by GSA in response toProcurement an agency procurement request.",The agency cannot file a procurement request.,government,2
What do you mean? she asked sharply. ,"Oh nevermind, I don't care anymore about your explanation.",fiction,2
These amounts are deducted from the total obligations incurred (and outlays) in determining net obligations (and outlays) for such accounts.,The net amount is irrelevant.,government,2
"And, yes, the Spice Girls impersonators still have Ginger.",The Spice Girl impersonators do not have Ginger.,travel,2
"Some 30 years after his death, the theaters had been destroyed, the actors dismissed and the playwrights sent into exile.","Even 30 years after he died, the theaters were still standing.",slate,2
"What were you doing there? I asked, in lively curiosity. ",I asked no more questions despite the lingering doubt I had.,fiction,2
And it takes two weeks to cross from Fena Set to Fena Dim? asked Jon.,It's a short jaunt from Fena Set to Fena Dim.,fiction,2
VALUE-ADDED ACTIVITY - An activity that is judged to contribute to customer value or satisfy an organizational need.,A value-added activity is one that is judged to contribute to a producer's value.,government,2
I looked down at my clothes.,I had no clothes on.,fiction,2
okay but anyway i just yeah she went to school there at uh Cathy Walker,She went to school at Notre Dame.,telephone,2
"In quantitative methods, the regularities are identified by manipulating numbers to produce indicators agreed on as sensible descriptions of the patterns.",The irregularities are identified by manipulating numbers to show patterns.,government,2
That instinctive sense is the best guide we have to economic policy in every sphere.,How much people like our proposals-- that is the best guide we have to economic policy in every sphere,slate,2
Strolling along the waterfront promenades and through the narrow streets and taking boat trips on the lake are the main attractions in summer.,Boats aren't alloewd in the water.,travel,2
The hearing heightened awareness of some of the problems LSC was encountering in attempting to provide accurate statistics relating to services provided by LSC grantees.,The LSC grantees had no statistics taken.,government,2
"In total, 113 comments were received from representatives of state and foreign governments, international economic and political organizations, veterinary associations, state departments of agriculture, livestock industry associations, exporting and importing industry associations, and other interested parties.",In total there were only around 10 comments from representatives of state and foreign governments.,government,2
"Cave 10 is probably the oldest of the chaitya temples, dated at about 150 b.c.","Cave 10 is one of the newer temples, as researchers think it is only about 1000 years old.",travel,2
well i've noticed that it seems uh some women are i guess what i call the feministus,I have noticed that all women are feminists.,telephone,2
"And milk, and oats, and straw, Thistles, or lettuces instead,",Milk was not one of the items mentioned here.,slate,2
Direct costs are assigned to activities by direct tracing of units of resources consumed by individual activities.,The costs are assigned by self-reporting.,government,2
The 90-m (300-ft) interior makes it the longest church in the country.,The interior of the church is round. ,travel,2
"However, IT has demonstrably improved access to this information.",Access to this information has not been improved through IT.,government,2
well uh no i don't know i guess if we had the answers we'd,We have all the answers.,telephone,2
Tuppence removed herself speedily.,Tuppence stayed right where she was.,fiction,2
"At the Guggenheim SoHo, you can't enter the galleries except through the gift shop.",There are three entrances into the Guggenheim SoHo galleries.,slate,2
"Porto Santo's airfield (much larger than the one at Madeira before the latter was expanded), lies just below.",Porto Santos airport is significantly smaller than the airport located at Madeira.,travel,2
go anywhere yeah,Stay here.,telephone,2
oh they the the building process was a lot of fun but puts a lot of strain on things,The building process is easy but boring. ,telephone,2
The stone was taken as booty from a Crusader church in Acre (now Israel) when it was overrun by Arab forces.,Arab forces did not take the stone from a crusader church.,travel,2
um-hum yeah i i think that's um well i think that's an important thing personally um,I don't really think that type of thing is important.,telephone,2
"Currently, many financial planners advise people that they will need to replace about 70 to 80 percent of their pre-retirement income to maintain their pre-retirement living standard.",Financial planners advise to replace about 30 to 40 percent of pre-retirement income to maintain living standards.,government,2
"I heard it, and then I went to the window and it wasn't raining.",I didn't hear it through the rain.,fiction,2
yeah why do you do you do you think that has any anything to do though with uh,That is the whole reason.,telephone,2
"Don't you see? It wasn't the bomb that defeated us, but our own shell shock.",The bomb was the final nail in our coffin.,fiction,2
"But that's not to say the region east of Hollywood, defined by three freeways and the river, doesn't have its merits.",The region east of Hollywood has no redeeming features.,travel,2
2.8 A performance audit is an objective and systematic examination of evidence to provide an independent assessment of the performance and management of a program against objective criteria or an assessment of best practices and other information.,They did not care what was best for them.,government,2
"Tuppence gave her characteristic ""terrier"" shake.",Tuppence remained still as a rock.,fiction,2
The United States owes more than $1 billion in U.N. peacekeeping dues.,The United States owes less than ten dollars in peacekeeping dues.,slate,2
"It's currently building the F-117A Stealth fighter and the thoroughly unnecessary F-22 for the Air Force, and is bidding against Boeing for the contract to build the Joint Strike fighter, the last great contracting plum of the century.",No one has started building the F-117A yet.,slate,2
but then they also have property taxes and they also have sales taxes and they just and they just get you every direction they can,The state doesn't tax anything but sales.,telephone,2
"Part of recognizing that Touch of Evil is a masterpiece means also recognizing that it's often suffocatingly unpleasant, and that Welles is working off his aggression for the vast, trash-movie audience that he hoped to attract.",There are no parts needed to recognize that Touch Of Evil is a masterpiece.,slate,2
"Today, there's a children's playground and it is perfect for just sitting around on the grass, too.",There is no area to sit in the grass there.,travel,2
But they fail to count the central benefit--the diversion and pleasure it provides to millions of people.,They are very mindful of the happiness it brings thousands of people.,slate,2
"Commercial traffic declined during the 17th and 18th centuries, revived briefly with the advent of the steamship in 1832, then succumbed to silting and the onslaught of the railways.",The steamship made no impact upon traffic. ,travel,2
Key components of the state's planning and coordinating structure include the ,The state's planning and coordinating structure has no components yet.,government,2
i'm sorry well i am actually,I have nothing to apologize for.,telephone,2
Several of the agencies that we examined were using IT to permit the public to view the comments the agencies had received on proposed and final rules.,Some agencies were prohibiting IT to allow the public to see comments they had received.,government,2
These traditional low-drafted craft ply effortlessly and quietly through the water guided by their experienced pilots.,The low-drafted craft are very noisy and move through water with difficulty.,travel,2
"Services also operate down the west coast to Rennes, Bordeaux, and the Pyrenees.",On the west coast services vanish completely starting at Rennes.,travel,2
Just a secret.,Not a secret.,fiction,2
"Check with the tourist information centers for details about these and similar events at Dalemain, Holker Hall, and Muncaster Castle.",Similar events did not happen at Dalemain.,travel,2
Then I set to work to prove the impossible possible.,I had no desire to prove the impossible possible,fiction,2
'Assume away.',Don't make assumptions.,fiction,2
"The construction of Hoover Dam did not single-handedly save Las Vegas, however.",Constructing the Hoover Dam was the one thing that saved Las Vegas.,travel,2
"Effectively and efficiently implementing some of these practices could require funding for computer software and hardware, additional staff, and/or training.","Some of these practices would not require funding, but most of them would.",government,2
"In addition, the women wear various heavy rings.",The women wear light jewelry. ,travel,2
We find that the burden on low per capita postal systems is much greater than on medium to high volume postal systems.,High volume postal systems have the greatest burden.,government,2
"It has an excellent beach, and bistrosen the port serve excellent seafood.","It has a rocky, unappealing beach, and there are no restaurants nearby.",travel,2
Chang ...,Chang,slate,2
GAO products that contain classified or restricted data are not posted on the Web site.,The GAO sells state secrets to the Chinese in order to expand their rattlesnake egg hatching pyramid scheme.,government,2
Tenants not represented by attorneys normally get evicted.,They refused to have an attorney help them.,government,2
yeah and and it i i don't think it i don't you know i don't think i don't think it's particularly bothersome because in reality uh you it's like troy ounces in ounces of gold how many ounces of gold you know i was trying i was trying to figure up gold content on something it had has uh gold plated uh header,I was trying to imagine the amount of platinum on an object.,telephone,2
"Between 1789 and 1815 the chapel assumed various a flour warehouse during the Revolution and a club for high-ranking dandies, then an archive for Napoleon's Consulate.",The chapel was left undisturbed and unused after 1789.,travel,2
"Just before the Bond Street Tube station they crossed the road, Tommy, unperceived, faithfully at their heels, and entered the big Lyons'.",Tommy lost them at Bond Street Tube station.,fiction,2
L.A.'s concert halls and theaters present some of the finest music and drama performances in the country.,L.A.'s concert halls are rated poorly by every major critic in the country.,travel,2
Both are Democrats who converted to conservative Republicanism.,They are both Democrats who used to be Republicans. ,slate,2
buy two more,Sell two more.,telephone,2
"At Skelwith Bridge, turn right on to the B5343.",One must turn left at the Skelwith Bridge.,travel,2
"Lanny Davis, the closest thing to an official source who is talking, deflected the idea of an apology when quizzed about it.",Lanny Davis sincerely apologized. ,slate,2
yeah i know that's who he put in charge of the firm you,I have no idea who's in charge of the firm these days. ,telephone,2
i i haven't made any i've been just a recipient,I have never received them.,telephone,2
"The substitution being repeated (much to the pecuniary advantage of the real greengrocer's boy) on the following day, Albert brought back the first piece of hopeful news.",Albert gave them the tragic news within minutes.,fiction,2
"Because Shenzhen is much cheaper than Hong Kong, it is a popular weekend destination for Hong Kong's Chinese, who come to relax, dine in its resorts, and play golf Shenzhen hosted the World Cup of Golf in 1995.",Hong Kong is much less expensive than Shenzhen.,travel,2
"The standard phraseology I am leaning toward for discussing future events is an event to occur on a day subsequent to the several other days that shall proceed duly in the natural course of time forward from the present moment, eventually accruing into units characterized as months and, much later, years.",The future cannot be quantified into discrete units of time.,slate,2
have to have the right type of uh shoes too that's very important,"Any type of shoe will be suitable, no need to be picky.",telephone,2
but uh uh that pushes some people,That pushes some otters off ledges.,telephone,2
"After anteing up last month to subscribe I still love you, but this morning I'm disappointed.",I really love the free subcription.,slate,2
These requirements are in addition to any legal,These requirements aren't in addition to any legal ones.,government,2
and uh yeah it's it's it's a strange one it will kind of scare you if you don't know what it's doing because right now is when it's dropping it's leaves,It is currently growing new leaves.,telephone,2
"Ironically, for those who do apply, the EITC represents the fourth largest area for audits by the IRS.",The EITC is the seventh smallest area for audits by the IRS.,government,2
"They've used the same pollster and seen the same  Americans favor equal treatment of gays in the workplace but oppose gay marriage, probably because the latter involves sex.",All Americans support gay marriage and have no problems with it.,slate,2
Families with children ' even those unfamiliar with the comic-book character and his Gallic resistance to the Roman invaders ' will enjoy a change of pace and a day visit to this theme park.,The theme park is a terrible place for children to visit.,travel,2
"The building itself was designed by Le Corbusier; the Rodin sculptures in the courtyard the Gate of Hell, the Thinker, and the magnificent Burghers of Cales are authentic castings from the original molds.","The building was designed by an unknown person, with no prestige.",travel,2
It's dark.,It is bright.,slate,2
The Kal picked up the plate and re-fastened it.,The Kal re-fastened a sword he picked up.,fiction,2
"The capital's main zoo, open daily 9am-5:30pm (6pm during summer), is located in the eastern outskirts in the Bois de Vincennes (me Porte Doree).",The main zoo is open from 9am to 6pm every day of the year.,travel,2
and they didn't really know it it was a real nice late model car real pretty on the outside but they couldn't keep tires on it it kept eating the tires,The car was an eyesore and aesthetically unpleasing.,telephone,2
yeah we're going to take the money and get uh go out and find a nice stud for Himy Persian,Himy Persian isn't going to be needing a stud anytime soon. ,telephone,2
"If Verner, Liipfert's lawyers are good--and they are at least well connected--they will strike a better bargain for their clients than the clients would otherwise have got.",The lawyer decided not to represent them. ,slate,2
i really can't stand those uh,I love those. ,telephone,2
"The upper road to Hadassah Medical Centre leads to the Street of Henrietta Szold, named after the Baltimore-born founder of Hadassah, the Organization of American Women Zionists.",The founder of Hadassah was born in the city of Jerusalem.,travel,2
And at once! ,And not simultaneously.,fiction,2
"The route takes you into the Mangrove Alley, said to be the quietest place in Jamaica, where you can search out the basking reptiles and native birds that call this place home.",The route leads you into a Jamaican town full of people.,travel,2
'I'm having a bit of a rough month.,This month has been absolutely fantastic!,fiction,2
All of these actions shared a common focus of improving the internal control systems over the problem area.,All of the actions had a different focus point.,government,2
is there was there somewhere to go,We had nowhere to go.,telephone,2
It really is too bad! ,I'm glad it happened. ,fiction,2
But that thar sure looks a lotta hoss.,That does not look like a hoss to me.,fiction,2
The unweighted average of Gini Indices for industrialized countries is 30.,The Gini indice runs from 1-10.,government,2
The company also met with bureaucratic business resistance to change to a common information systems environment.,The company didn't meet with any others,government,2
The museum was filled with inaccurate biographical details and poorly-shot photographs.,The museum only had pottery.,fiction,2
"But none can compete with the music of the famed names of the Cete d'Or, which make a wine connoisseur's taste buds Gevrey-Chambertin, Chambolle-Musigny, Vougeot, Vosne-Roman??e, Nuits-Saint-Georges, Pommard, Meursault, Puligny-Montrachet, Santenay.",The wines collected there are very cheap.,travel,2
The administration is appealing the decision to the Supreme Court.,The administration has decided not to appeal the decision. ,slate,2
Breach-of-trust scandals became common.,There aren't as many breach-of-trust scandals anymore as there once was.,travel,2
and uh no oh there i don't i don't think i don't think there is any pay wait i'm not sure because what happens is you get to like to ride buses for free,You have to pay for every ride you take.,telephone,2
Have you seen the little fellow safely back to his cottage? ,I don't care if there was a little fellow or whatever we're talking about.,fiction,2
"In his introduction, Robert Giroux, Malamud's editor, quotes Cynthia Ozick, who said of  Is he an American master?",Malamud does not employ an editor.,slate,2
"Meanwhile, they have misrepresented my argument.","In the mean time, they have been completely honest about my argument.",slate,2
The new contest  How much Turtle Wax comprises a year's supply of Turtle Wax?,The new contest is how fast can we kill this turtle and then cook it in wax?,slate,2
"But most of the other recent paintings are jeweled, engaging, user-friendly.",All of the paintings are jeweled.,slate,2
"The expression on his face did not change, but Tommy caught the flicker of despair in his eyes.",Tommy could see the happiness in his eyes.,fiction,2
At least there was still light enough for him to travel safely.,There was only darkness for him to travel in.,fiction,2
that's a lot of fun,It's not very fun.,telephone,2
They have also asserted that our examination would unconstitutionally interfere with the functioning of the executive branch.,The welcome us to test teh executive branch because they are not worried about our examination.,government,2
The former does seem to explain the latter.,The former still doesn't explain the latter.,slate,2
well as a matter of fact i was thinking about that the other day and uh i really don't know the answer um,I haven't thought of that before.,telephone,2
yeah i do to because it's amazing how much you know trash we can generate i know this year we took our Christmas tree they had a place in the park where you could go have your tree shredded and they gave you a little,We never buy Christmas trees. ,telephone,2
"But he looked so honest, I could hardly believe it.",He was a deceitful man who could not be trusted,fiction,2
An additional reporting standard for financial audits conducted in accordance with GAGAS ,There no reports done on the financial audits by anyone.,government,2
Senate Majority Leader Trent Lott proposed to amend the McCain-Feingold bill to ban unions from funneling dues to political activity without workers' explicit consent.,Senate Majority Leader Trent Lott has supported the bill all along.,slate,2
It is thought they are more likely to respond successfully.,It is thought they are more apt to respond unsuccessfully.,government,2
"Vrenna flicked her saber, blood and rain droplets flew off of it in a mist.",Vrenna had a spotless saber.,fiction,2
we have uh uh a local station uh on our cable network here that uh is showing all the Miss Marples over again so we got to repeat them,We have a local station on our cable network here that isn't showing all the Miss Maples in a marathon format.,telephone,2
"Narrow alleyways brim with copper, gold, leather, and alabaster, and the streets are replete with barrow traders touting for customers.",The alleyways are not safe and no one goes in them.,travel,2
I thought you had left them.,I knew you were bringing them along.,fiction,2
Here's Ole Tar wantin' his special grub  Drew went on to Shiloh's stall.,Here's Tar wanting a special brushing. ,fiction,2
"Crosethe Rue de Rivoli to the Palais-Royal, built for Car?­di?­nal Richelieu as his Paris residence in 1639, and originally named Palais-Cardinal.",The Palais-Royal was built as the residence of a bishop.,travel,2
The information Jon had shared about Susan shook Adrin and his confidence lagged.,Adrin's confidence took a major boost once Jon told him about Susan.,fiction,2
"The firm will not set a companywide goal for all lawyers to meet because free time varies for each person, Burke said.",The Firm sets goals for everyone.,government,2
This area was badly damaged during the riots of 1992.,The area was repaired and fixed with the help of the riots in 1992.,travel,2
"Across the road, Vrenna climbed the rocks and cut a man off his horse on the fly.",Vrenna failed to cut a man off of his horse.,fiction,2
I am not one of those public-health types who thinks every hazard should be eliminated.,"I think that if we can remove every hazard, we should.",slate,2
Only children who suffer the most severe deprivation are permanently damaged.,Only kids who are the least deprived are damaged permanently.,slate,2
from the beginning i would,I would never. ,telephone,2
"Well, we'll have to make do with what we have.""  She darted for the outer office, rummaged in a cabinet, and came back with a medium-sized rug of worn but gaudy design.",We will have to find a better rug.,fiction,2
